# JobNameTable (n=4891) from jobname.lub
JT_14_3_MERCENARY_A	14_3_MERCENARY_A
JT_POPE_MD_E_BELIEVER_1	AUNOE
JT_POPE_MD_E_BELIEVER_2	FANAT
JT_POPE_MD_E_BISHOP	POPE_BISHOP
JT_POPE_MD_E_DOG	HELL_POODLE
JT_POPE_MD_E_GUARD	POPE_GUARD
JT_POPE_MD_E_ICICLE	ICEICLE
JT_POPE_MD_E_LUWMIN	POPE_LUWMIN
JT_POPE_MD_E_TITAN	ICE_TITAN
JT_POPE_MD_H_BELIEVER_1	AUNOE
JT_POPE_MD_H_BELIEVER_2	FANAT
JT_POPE_MD_H_BISHOP	POPE_BISHOP
JT_POPE_MD_H_DOG	HELL_POODLE
JT_POPE_MD_H_GUARD	POPE_GUARD
JT_POPE_MD_H_ICICLE	ICEICLE
JT_POPE_MD_H_KTULLANUX	KTULLANUX
JT_POPE_MD_H_LUWMIN	POPE_LUWMIN
JT_POPE_MD_H_MERC_CASUAL	MER_POPE_CASUAL
JT_POPE_MD_H_MERC_NORMAL	MER_POPE_NORMAL
JT_POPE_MD_H_TITAN	ICE_TITAN
JT_POPE_MD_MERC_CASUAL	MER_POPE_CASUAL
JT_POPE_MD_MERC_NORMAL	MER_POPE_NORMAL
JT_POPORING	Poporing
JT_POPORING_IMMUNE_A	POPORING
JT_POPORING_IMMUNE_M	POPORING
JT_PORCELLIO	PORCELLIO
JT_PORCELLIO_W	PORCELLIO_MJ
JT_PORING	Poring
JT_PORING_	Poring_
JT_PORING_V	Poring
JT_PORING_X2016	PORING_X2016
JT_PORTAL	portal
JT_POSEIDON	POSEIDON
JT_POTON_CANON	POTON_CANON
JT_POTON_CANON_1	POTON_CANON_1
JT_POTON_CANON_2	POTON_CANON_2
JT_POTON_CANON_3	POTON_CANON_3
JT_POT_DOFLE	POT_DOFLE
JT_POURING	POURING
JT_POURING_SEA_FES	POURING
JT_PRAY_GIVER	PRAY_GIVER
JT_PUNCH_BUG	PUNCH_BUG
JT_PUNK	PUNK
JT_PUPA	Pupa
JT_PUPA_2	pupa
JT_PURPLESTONE	purplestone
JT_PYURIEL	PYURIEL
JT_P_AMDARAIS	P_AMDARAIS
JT_P_ARCHER_SKELETON	P_ARCHER_SKELETON
JT_P_CHUNG_E	새해인형
JT_P_SKELETON	P_SKELETON
JT_P_SOLDIER_SKELETON	P_SOLDIER_SKELETON
JT_QE_DROPS	drops
JT_QE_LUNATIC	lunatic
JT_QE_PICKY	picky
JT_QE_PICKY_	picky_
JT_QE_POISON_SPORE	poison_spore
JT_QE_POPORING	poporing
JT_QE_PORING	poring
JT_QE_WILOW	wilow
JT_QE_ZOMBIE	zombie
JT_QUEEN_SCARABA	QUEEN_SCARABA
JT_QUEST_CHEN	CHEN
JT_QUVE	QUVE
JT_Q_BYORGUE	BYORGUE
JT_Q_INCREASE_SOIL	INCREASE_SOIL
JT_Q_WOOTAN_FIGHTER	WOOTAN_FIGHTER
JT_R001_BESTIA	r001_bestia
JT_RACARCH	RACARCH
JT_RAFFLESIA	RAFFLESIA
JT_RAGGED_ZOMBIE	RAGGED_ZOMBIE
JT_RAGGED_ZOMBIE_H	ragged_zombie_mj
JT_RAGGLER	Raggler
JT_RAKE_SCARABA	RAKE_SCARABA
JT_RAKE_SCARABA_EGG	RAKE_SCARABA_EGG
JT_RANDEL	RANDEL
JT_RANDGRIS	RANDGRIS
JT_RAPTICE	Raptice
JT_RATA	RATA
JT_RAWREL	RAWREL
JT_RAYDRIC	RAYDRIC
JT_RAYDRIC_ARCHER	Raydric_Archer
JT_RAYDRIC_ARCHER_H	raydric_archer_mj
JT_RAYDRIC_H	raydric_mj
JT_RECON_ROBOT	RECON_ROBOT
JT_RED_ERUMA	RED_ERUMA
JT_RED_FLOWER	RED_FLOWER
JT_RED_MUSHROOM	RED_MUSHROOM
JT_RED_PLANT	RED_PLANT
JT_REGINLEIF	REGINLEIF
JT_REMOVAL	REMOVAL
JT_RENIRE	RENIRE
JT_REPAIR_ROBOT	REPAIR_ROBOT
JT_REPAIR_ROBOT_T	REPAIR_ROBOT_T
JT_REQUIEM	REQUIEM
JT_RETRIBUTION	RETRIBUTION
JT_RHINO	RHINO
JT_RHYNCHO	RHYNCHO
JT_RICE_CAKE_BOY	RICE_CAKE_BOY
JT_RIDEWORD	RIDEWORD
JT_ROCK	ROCK
JT_ROCKER	Rocker
JT_ROCK_STEP	ROCK_STEP
JT_ROC_EMPELIUM	Empelium90_0.gr2
JT_ROC_OBJ_A	OBJ_A2
JT_ROC_OBJ_B	OBJ_B2
JT_ROC_OBJ_N	OBJ_NEUTRAL
JT_ROC_TOWER_A	MANDRAGORA
JT_ROC_TOWER_B	NEPENTHES
JT_RODA_FROG	Roda_frog
JT_ROTAR_ZAIRO	ROTAR_ZAIRO
JT_ROWEEN	ROWEEN
JT_RR_ARCLOUSE	ARCLOUSE
JT_RR_CRAMP	CRAMP
JT_RSX_0806	RSX_0806
JT_RUDO	RUDO
JT_RUIN_BELIEVER1	MOBSTER
JT_RUIN_BELIEVER2	MOBSTER
JT_RUNAWAY_BOOK	RIDEWORD
JT_RWC_BOSS2011	WISH_MAIDEN
JT_RYBIO	RYBIO
JT_R_BAPHOMET_	BAPHOMET_
JT_R_DESERT_WOLF_B	DESERT_WOLF_B
JT_R_DEVIRUCHI	DEVIRUCHI
JT_R_LUNATIC	Lunatic
JT_R_PORING	Poring
JT_R_SAVAGE_BABE	SAVAGE_BABE
JT_SAECOM	SAECOM
JT_SAGEWORM	SageWorm
JT_SAILOR_SKELETON	SAILOR_SKELETON
JT_SALAMANDER	SALAMANDER
JT_SAND_MAN	SAND_MAN
JT_SASQUATCH	SASQUATCH
JT_SAVAGE	SAVAGE
JT_SAVAGE_2	savage
JT_SAVAGE_BABE	SAVAGE_BABE
JT_SCATLETON	SCATLETON
JT_SCORPION	Scorpion
JT_SCORPION_KING	Pupa
JT_SCR_MT_ROBOTS	SCR_MT_ROBOTS
JT_SEAANEMONE	seaanemone
JT_SEAHORES	Seahores
JT_SEDORA	SEDORA
JT_SEEKER	SEEKER
JT_SEE_OTTER	SEE_OTTER
JT_SEIREN	SEIREN
JT_SEYREN	SEYREN
JT_SHECIL	SHECIL
JT_SHELLFISH	SHELLFISH
JT_SHELTER	SHELTER
JT_SHINING_PLANT	SHINING_PLANT
JT_SHINOBI	SHINOBI
JT_SIDE_WINDER	Side_winder
JT_SIEGLOUSE	SIEGLOUSE
JT_SILVERSNIPER	미케닉_로봇_물리
JT_SIORAVA	SIORAVA
JT_SIROMA	SIROMA
JT_SKEGGIOLD	SKEGGIOLD
JT_SKEGGIOLD_	SKEGGIOLD_
JT_SKELETON	SKELETON
JT_SKELETON_GENERAL	SKELETON_GENERAL
JT_SKELION	SKELION
JT_SKEL_PRISONER	SKEL_PRISONER
JT_SKEL_WORKER	SKEL_WORKER
JT_SKOGUL	SKOGUL
JT_SLEEPER	SLEEPER
JT_SMILE_GIVER	SMILE_GIVER
JT_SMOKIE	Smokie
JT_SMOKIE_THIEF	SMOKIE
JT_SNAKE	Snake
JT_SNAKE_NEWYEAR	SNAKE_NEWYEAR
JT_SNOWIER	SNOWIER
JT_SOCCER_BALL	SOCCER_BALL
JT_SOHEE	SOHEE
JT_SOHEON	SOHEON
JT_SOIL	SOIL
JT_SOLACE	SOLACE
JT_SOLDIER_ANDRE	SOLDIER_ANDRE
JT_SOLDIER_DENIRO	SOLDIER_DENIRO
JT_SOLDIER_GUARDIAN	Sguardian90_9.gr2
JT_SOLDIER_PIERE	SOLDIER_PIERE
JT_SOLDIER_SKELETON	Skel_soldier
JT_SOLIDER	SOLIDER
JT_SONIA	SONIA
JT_SPIRIT_B_FLAME_L	SPIRIT_B_FLAME_L
JT_SPIRIT_B_FLAME_M	SPIRIT_B_FLAME_M
JT_SPIRIT_B_FLAME_S	SPIRIT_B_FLAME_S
JT_SPIRIT_B_FLAME_SL	SPIRIT_B_FLAME_L
JT_SPIRIT_C_FLAME_L	SPIRIT_C_FLAME_L
JT_SPIRIT_C_FLAME_M	SPIRIT_C_FLAME_M
JT_SPIRIT_C_FLAME_S	SPIRIT_C_FLAME_S
JT_SPIRIT_C_FLAME_SL	SPIRIT_C_FLAME_L
JT_SPIRIT_C_LAND_L	SPIRIT_C_LAND_L
JT_SPIRIT_C_LAND_M	SPIRIT_C_LAND_M
JT_SPIRIT_C_LAND_S	SPIRIT_C_LAND_S
JT_SPIRIT_C_LAND_SL	SPIRIT_C_LAND_L
JT_SPIRIT_C_WATER_L	SPIRIT_C_WATER_L
JT_SPIRIT_C_WATER_M	SPIRIT_C_WATER_M
JT_SPIRIT_C_WATER_S	SPIRIT_C_WATER_S
JT_SPIRIT_C_WATER_SL	SPIRIT_C_WATER_L
JT_SPIRIT_C_WIND_L	SPIRIT_C_WIND_L
JT_SPIRIT_C_WIND_M	SPIRIT_C_WIND_M
JT_SPIRIT_C_WIND_S	SPIRIT_C_WIND_S
JT_SPIRIT_C_WIND_SL	SPIRIT_C_WIND_L
JT_SPIRIT_D_WIND_L	SPIRIT_D_WIND_L
JT_SPIRIT_D_WIND_M	SPIRIT_D_WIND_M
JT_SPIRIT_D_WIND_S	SPIRIT_D_WIND_S
JT_SPIRIT_D_WIND_SL	SPIRIT_D_WIND_L
JT_SPIRIT_F_LAND_L	SPIRIT_F_LAND_L
JT_SPIRIT_F_LAND_M	SPIRIT_F_LAND_M
JT_SPIRIT_F_LAND_S	SPIRIT_F_LAND_S
JT_SPIRIT_F_LAND_SL	SPIRIT_F_LAND_L
JT_SPIRIT_G_LAND_L	SPIRIT_G_LAND_L
JT_SPIRIT_G_LAND_M	SPIRIT_G_LAND_M
JT_SPIRIT_G_LAND_S	SPIRIT_G_LAND_S
JT_SPIRIT_G_LAND_SL	SPIRIT_G_LAND_L
JT_SPIRIT_H_WATER_L	SPIRIT_H_WATER_L
JT_SPIRIT_H_WATER_M	SPIRIT_H_WATER_M
JT_SPIRIT_H_WATER_S	SPIRIT_H_WATER_S
JT_SPIRIT_H_WATER_SL	SPIRIT_H_WATER_L
JT_SPIRIT_I_WATER_L	SPIRIT_I_WATER_L
JT_SPIRIT_I_WATER_M	SPIRIT_I_WATER_M
JT_SPIRIT_I_WATER_S	SPIRIT_I_WATER_S
JT_SPIRIT_I_WATER_SL	SPIRIT_I_WATER_L
JT_SPIRIT_R_FLAME_L	SPIRIT_R_FLAME_L
JT_SPIRIT_R_FLAME_M	SPIRIT_R_FLAME_M
JT_SPIRIT_R_FLAME_S	SPIRIT_R_FLAME_S
JT_SPIRIT_R_FLAME_SL	SPIRIT_R_FLAME_L
JT_SPIRIT_S_WIND_L	SPIRIT_S_WIND_L
JT_SPIRIT_S_WIND_M	SPIRIT_S_WIND_M
JT_SPIRIT_S_WIND_S	SPIRIT_S_WIND_S
JT_SPIRIT_S_WIND_SL	SPIRIT_S_WIND_L
JT_SPORE	Spore
JT_SPRING_RABBIT	SPRING_RABBIT
JT_SROPHO	SROPHO
JT_STAINER	STAINER
JT_STALACTIC_GOLEM	Stalactic_Golem
JT_STANDING_SOUL	STANDING_SOUL
JT_STAPO	STAPO
JT_STEAM_GOBLIN	Steam_Goblin
JT_STEAM_GOBLIN_ANNIV	steam_goblin_anniv
JT_STEEL_CHONCHON	Steel_chocho
JT_STEM_WORM	STEM_WORM
JT_STEP	STEP
JT_STING	STING
JT_STING_H	sting_mj
JT_STONE_SHOOTER	STONE_SHOOTER
JT_STONE_SHOOTER_BULLET	STONE_SHOOTER_BULLET
JT_STROUF	STROUF
JT_STROUF_H	STROUF
JT_SUCCUBUS	SUCCUBUS
JT_SUMMON_CREEPER	SUMMON_CREEPER
JT_SUMMON_HELLTREE	SUMMON_HELLTREE
JT_SUMMON_WOODENWARRIOR	SUMMON_WOODENWARRIOR
JT_SUMMON_WOODEN_FAIRY	SUMMON_WOODEN_FAIRY
JT_SWEETS_DROPS	SWEETS_DROPS
JT_SWEETS_DROPS	sweets_drops
JT_SWEET_SLAUGHTER	KHALITZBURG
JT_SWING_TALE	MD_SEAWEED
JT_SWITCH	SWITCH
JT_SWORD_FISH	SWORD_FISH
JT_SWORD_FISH_H	SWORD_FISH
JT_SWORD_GUARDIAN	Kguardian90_7.gr2
JT_SWORD_GUARDIAN_	Kguardian90_7.gr2
JT_SYS_MSG	SYS_MSG
JT_S_DUMMY_100_ANGEL	s_empel_2
JT_S_DUMMY_100_ANIMAL	s_empel_2
JT_S_DUMMY_100_DARKNESS	s_empel_1
JT_S_DUMMY_100_DEMON	s_empel_2
JT_S_DUMMY_100_DRAGON	s_empel_2
JT_S_DUMMY_100_FIRE	s_empel_1
JT_S_DUMMY_100_FISH	s_empel_2
JT_S_DUMMY_100_GROUND	s_empel_1
JT_S_DUMMY_100_HUMAN	s_empel_2
JT_S_DUMMY_100_INSECT	s_empel_2
JT_S_DUMMY_100_LARGE	BARRICADE
JT_S_DUMMY_100_MEDIUM	BARRICADE
JT_S_DUMMY_100_NOTHING	s_empel_2
JT_S_DUMMY_100_NOTHING2	s_empel_1
JT_S_DUMMY_100_PLANT	s_empel_2
JT_S_DUMMY_100_POISON	s_empel_1
JT_S_DUMMY_100_SAINT	s_empel_1
JT_S_DUMMY_100_SMALL	BARRICADE
JT_S_DUMMY_100_TELEKINESIS	s_empel_1
JT_S_DUMMY_100_UNDEAD	s_empel_2
JT_S_DUMMY_100_UNDEAD2	s_empel_1
JT_S_DUMMY_100_WATER	s_empel_1
JT_S_DUMMY_100_WIND	s_empel_1
JT_S_EMPEL_1	s_empel_1
JT_S_EMPEL_2	s_empel_2
JT_S_GIANT_HORNET	GIANT_HORNET
JT_S_HORNET	HORNET
JT_S_LUCIOLA_VESPA	LUCIOLA_VESPA
JT_S_NYDHOG	S_NYDHOG
JT_S_SKOGUL	SKOGUL
JT_S_SUCCUBUS	SUCCUBUS
JT_S_WIND_GHOST	WIND_GHOST
JT_TACNU	TACNU
JT_TAFFY	TAFFY
JT_TAMRUAN	TAMRUAN
JT_TAO_GUNKA	TAO_GUNKA
JT_TAROU	TAROU
JT_TATACHO	TATACHO
JT_TEDDY_BEAR	TEDDY_BEAR
JT_TENDRILRION	TENDRILRION
JT_TENGU	TENGU
JT_THANATOS	THANATOS
JT_THANATOS_BATTLE	thanatos_battle
JT_THANATOS_KEEP	thanatos_keep
JT_THARA_FROG	Thara_frog
JT_THA_ANGER	THA_ANGER
JT_THA_DESPERO	THA_DESPERO
JT_THA_DOLOR	THA_DOLOR
JT_THA_HORROR	THA_HORROR
JT_THA_MAERO	THA_MAERO
JT_THA_ODIUM	THA_ODIUM
JT_THA_REGRET	THA_REGRET
JT_THA_RESENT	THA_RESENT
JT_THE_PAPER	THE_PAPER
JT_THICKET	THICKET
JT_THIEF_BUG	Thief_bug_larva
JT_THIEF_BUG_	Thief_bug_female
JT_THIEF_BUG_AGG	Thief_bug_egg
JT_THIEF_BUG_EGG	Thief_bug_egg
JT_THIEF_BUG_FEMALE	Thief_bug_female
JT_THIEF_BUG_LARVA	Thief_bug_larva
JT_THIEF_BUG_MALE	Thief_bug_male
JT_THIEF_BUG__	Thief_bug_male
JT_THIEF_MUSHROOM	RED_MUSHROOM
JT_THIEF_PORING	MASTERING
JT_TIKBALANG	TIKBALANG
JT_TIMBERS	TIMBERS
JT_TIMEHOLDER	TIMEHOLDER
JT_TIMEHOLDER3	TIMEHOLDER2
JT_TIME_KEEPER	TIME_KEEPER
JT_TIRFING	TIRFING
JT_TIRFING_R	TIRFING
JT_TIYANAK	TIYANAK
JT_TOAD	TOAD
JT_TORTUROUS_REDEEMER	TORTUROUS_REDEEMER
JT_TOUCAN	TOUCAN
JT_TOXIOUS	TOXIOUS_Z
JT_TREASURE_BOX1	TREASUREBOX_2.gr2
JT_TREASURE_BOX10	TREASUREBOX_2.gr2
JT_TREASURE_BOX11	TREASUREBOX_2.gr2
JT_TREASURE_BOX12	TREASUREBOX_2.gr2
JT_TREASURE_BOX13	TREASUREBOX_2.gr2
JT_TREASURE_BOX14	TREASUREBOX_2.gr2
JT_TREASURE_BOX15	TREASUREBOX_2.gr2
JT_TREASURE_BOX16	TREASUREBOX_2.gr2
JT_TREASURE_BOX17	TREASUREBOX_2.gr2
JT_TREASURE_BOX18	TREASUREBOX_2.gr2
JT_TREASURE_BOX19	TREASUREBOX_2.gr2
JT_TREASURE_BOX2	TREASUREBOX_2.gr2
JT_TREASURE_BOX20	TREASUREBOX_2.gr2
JT_TREASURE_BOX21	TREASUREBOX_2.gr2
JT_TREASURE_BOX22	TREASUREBOX_2.gr2
JT_TREASURE_BOX23	TREASUREBOX_2.gr2
JT_TREASURE_BOX24	TREASUREBOX_2.gr2
JT_TREASURE_BOX25	TREASUREBOX_2.gr2
JT_TREASURE_BOX26	TREASUREBOX_2.gr2
JT_TREASURE_BOX27	TREASUREBOX_2.gr2
JT_TREASURE_BOX28	TREASUREBOX_2.gr2
JT_TREASURE_BOX29	TREASUREBOX_2.gr2
JT_TREASURE_BOX3	TREASUREBOX_2.gr2
JT_TREASURE_BOX30	TREASUREBOX_2.gr2
JT_TREASURE_BOX31	TREASUREBOX_2.gr2
JT_TREASURE_BOX32	TREASUREBOX_2.gr2
JT_TREASURE_BOX33	TREASUREBOX_2.gr2
JT_TREASURE_BOX34	TREASUREBOX_2.gr2
JT_TREASURE_BOX35	TREASUREBOX_2.gr2
JT_TREASURE_BOX36	TREASUREBOX_2.gr2
JT_TREASURE_BOX37	TREASUREBOX_2.gr2
JT_TREASURE_BOX38	TREASUREBOX_2.gr2
JT_TREASURE_BOX39	TREASUREBOX_2.gr2
JT_TREASURE_BOX4	TREASUREBOX_2.gr2
JT_TREASURE_BOX40	TREASUREBOX_2.gr2
JT_TREASURE_BOX41	TREASUREBOX_2.gr2
JT_TREASURE_BOX42	TREASUREBOX_2.gr2
JT_TREASURE_BOX43	TREASUREBOX_2.gr2
JT_TREASURE_BOX44	TREASUREBOX_2.gr2
JT_TREASURE_BOX45	TREASUREBOX_2.gr2
JT_TREASURE_BOX46	TREASUREBOX_2.gr2
JT_TREASURE_BOX47	TREASUREBOX_2.gr2
JT_TREASURE_BOX48	TREASUREBOX_2.gr2
JT_TREASURE_BOX49	TREASUREBOX_2.gr2
JT_TREASURE_BOX5	TREASUREBOX_2.gr2
JT_TREASURE_BOX6	TREASUREBOX_2.gr2
JT_TREASURE_BOX7	TREASUREBOX_2.gr2
JT_TREASURE_BOX8	TREASUREBOX_2.gr2
JT_TREASURE_BOX9	TREASUREBOX_2.gr2
JT_TREASURE_BOX_	TREASUREBOX_2.gr2
JT_TREASURE_BOX_I	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_1	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_10	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_2	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_3	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_4	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_5	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_6	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_7	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_8	TREASUREBOX_2.gr2
JT_TREASURE_BOX_TE_9	TREASUREBOX_2.gr2
JT_TREASURE_MIMIC	TREASURE_MIMIC
JT_TRENTINI	TRENTINI
JT_TRISTAN_3RD	TRISTAN_3RD
JT_TRI_JOINT	Tri_Joint
JT_TURTLE	TURTLE
JT_TURTLE_GENERAL	TURTLE_GENERAL
JT_TW_APOCALIPS_H	APOCALIPS_H
JT_TW_BAPHOMET2	BAPHOMET
JT_TW_B_EREMES	EREMES
JT_TW_B_HARWORD	HARWORD
JT_TW_B_SEYREN	SEYREN
JT_TW_DARK_LORD	Dark_Lord
JT_TW_DARK_SNAKE_LORD	DARK_SNAKE_LORD
JT_TW_DOPPELGANGER	DOPPELGANGER
JT_TW_DRACULA	DRACULA
JT_TW_EDDGA	EDDGA
JT_TW_FALLINGBISHOP	FALLINGBISHOP
JT_TW_GLOOMUNDERNIGHT	GLOOMUNDERNIGHT
JT_TW_IFRIT	IFRIT
JT_TW_KTULLANUX	KTULLANUX
JT_TW_LORD_OF_DEATH2	LORD_OF_DEATH
JT_TW_MISTRESS	Mistress
JT_TW_ORK_HERO2	ORK_HERO
JT_TW_OSIRIS2	Osiris
JT_TW_RANDGRIS	RANDGRIS
JT_TW_TOWER	TW_TOWER
JT_TW_TURTLE_GENERAL	TURTLE_GENERAL
JT_T_ARCHANGELING	ARCHANGELING
JT_T_BACSOJIN	BACSOJIN
JT_T_DEVILING	DEVILING
JT_T_ELDER_WILOW	ELDER_WILOW
JT_T_EVIL_CLOUD_HERMIT	EVIL_CLOUD_HERMIT
JT_T_GIBBET	GIBBET
JT_T_HARPY	HARPY
JT_T_METALING	METALING
JT_T_MINERAL	MINERAL
JT_T_PLASMA_B	PLASMA_B
JT_T_PLASMA_G	PLASMA_G
JT_T_PLASMA_P	PLASMA_P
JT_T_PLASMA_R	PLASMA_R
JT_T_POPORING	POPORING
JT_T_SOLACE	SOLACE
JT_T_SPRING_RABBIT	G_SPRING_RABBIT
JT_T_WICKED_NYMPH	WICKED_NYMPH
JT_T_WILOW	WILOW
JT_T_W_O	T_W_O
JT_UNGOLIANT	UNGOLIANT
JT_UZHAS	UZHAS
JT_VADON	VADON
JT_VADON_H	VADON
JT_VAGABOND_WOLF	VAGABOND_WOLF
JT_VALKYRIE_A	RANDGRIS
JT_VALKYRIE_B	RANDGRIS
JT_VALKYRIE_N	RANDGRIS
JT_VALK_MERC_H	RANDGRIS
JT_VANBERK	VANBERK
JT_VAVAYAGA	VAVAYAGA
JT_VENATU	VENATU
JT_VENATU_1	VENATU_1
JT_VENATU_2	VENATU_2
JT_VENATU_3	VENATU_3
JT_VENATU_4	VENATU_4
JT_VENEDI	venedi
JT_VENOMOUS	VENOMOUS
JT_VENOM_BUG	VENOM_BUG
JT_VERIT	Vorit
JT_VH_AMON_RA	amon_ra
JT_VH_APOCALIPS_H	apocalips_h
JT_VH_ATROCE	atros
JT_VH_BACSOJIN	bacsojin
JT_VH_BAPHOMET	baphomet
JT_VH_BEELZEBUB_	beelzebub_
JT_VH_B_ALPHOCCIO	alphoccio
JT_VH_B_CELIA	celia
JT_VH_B_CHEN	chen
JT_VH_B_EREMES	eremes
JT_VH_B_FLAMEL	flamel
JT_VH_B_GERTIE	gertie
JT_VH_B_HARWORD	harword
JT_VH_B_KATRINN	katrinn
JT_VH_B_MAGALETA	magaleta
JT_VH_B_RANDEL	randel
JT_VH_B_SEYREN	seyren
JT_VH_B_SHECIL	shecil
JT_VH_B_TRENTINI	trentini
JT_VH_B_YGNIZEM	ygnizem
JT_VH_CHARLESTON3	charleston3
JT_VH_DAEHYON	daehyon
JT_VH_DARK_LORD	dark_lord
JT_VH_DARK_S_LORD	dark_snake_lord
JT_VH_DETALE	detale
JT_VH_DOPPELGANGER	doppelganger
JT_VH_DRACULA	dracula
JT_VH_DRAKE	drake
JT_VH_EDDGA	eddga
JT_VH_ENTWEIHEN	entweihen
JT_VH_ENTWEIHEN_H	g_entweihen
JT_VH_ENTWEIHEN_M	g_entweihen
JT_VH_ENTWEIHEN_R	g_entweihen
JT_VH_ENTWEIHEN_S	g_entweihen
JT_VH_FALLINGBISHOP	fallingbishop
JT_VH_GARM	garm
JT_VH_GIOIA	gioia
JT_VH_GLOOM_U_N	gloomundernight
JT_VH_GOLDEN_BUG	golden_bug
JT_VH_GOPINICH	gopinich
JT_VH_GRAND_PERE	grand_pere
JT_VH_H_HUNTER_EV	ep16_2_h_hunter_ev
JT_VH_IFRIT	ifrit
JT_VH_INCAN_SAMURAI	incantation_samurai
JT_VH_KADES	kades
JT_VH_KIEL_	kiel_
JT_VH_KNIGHT_OF_WS	knight_of_windstorm
JT_VH_KRAKEN	kraken
JT_VH_KTULLANUX	ktullanux
JT_VH_LADY_TANEE	lady_tanee
JT_VH_LEAK	leak
JT_VH_LORD_OF_DEATH	lord_of_death
JT_VH_MAYA	maya
JT_VH_MECHASPIDER	mechaspider
JT_VH_MIMIC	mimic
JT_VH_MISTRESS	mistress
JT_VH_MM_CUTIE	ep16_2_mm_cutie
JT_VH_MOONLIGHT	moonlight
JT_VH_NAGHT_SIEGER	naght_sieger
JT_VH_ORC_LORD	orc_lord
JT_VH_ORK_HERO	ork_hero
JT_VH_OSIRIS	osiris
JT_VH_PHARAOH	pharaoh
JT_VH_PHREEONI	phreeoni
JT_VH_PYURIEL	pyuriel
JT_VH_QUEEN_SCARABA	queen_scaraba
JT_VH_RANDGRIS	randgris
JT_VH_RSX_0806	rsx_0806
JT_VH_S_NYDHOG	s_nydhog
JT_VH_TAO_GUNKA	tao_gunka
JT_VH_THANATOS	thanatos
JT_VH_TIMEHOLDER	timeholder
JT_VH_TURTLE_GENERAL	turtle_general
JT_VH_VENOM_KIMERA	ep16_2_venom_kimera
JT_VIOLY	VIOLY
JT_VITATA	VITATA
JT_VOCAL	VOCAL
JT_VOID_MIMIC	VOID_MIMIC
JT_VR_AGNES	VR_AGNES
JT_VR_BOOK_FAIRY	VR_BOOK_FAIRY
JT_VR_CHAO	VR_CHAO
JT_VR_ELYUMINA	VR_ELYUMINA
JT_VR_KNIGHT_SILVER	VR_KNIGHT_SILVER
JT_VR_LADY	VR_LADY
JT_VR_MARLBRON	VR_MARLBRON
JT_VR_MD_ANGELING_SONIC	VR_MD_ANGELING_SONIC
JT_VR_MD_DEVIL	Doppelganger
JT_VR_MD_DREGG1	VR_MD_DREGG1
JT_VR_MD_DREGG2	VR_MD_DREGG2
JT_VR_MD_HEATER_SONIC	VR_MD_HEATER_SONIC
JT_VR_MD_HHA_ACBS	VR_MD_HHA_ACBS
JT_VR_MD_HHA_GX	VR_MD_HHA_GX
JT_VR_MD_HHA_RKNT	VR_MD_HHA_RKNT
JT_VR_MD_HHA_RNGR	VR_MD_HHA_RNGR
JT_VR_MD_HHA_RYGD	VR_MD_HHA_RYGD
JT_VR_MD_HHA_SC	VR_MD_HHA_SC
JT_VR_MD_HHA_WR	VR_MD_HHA_WR
JT_VR_MD_KNUCKLES	VR_MD_KNUCKLES
JT_VR_MD_LEVI	GEFFEN_MAGE_1
JT_VR_MD_LEVI_2	GEFFEN_MAGE_1
JT_VR_MD_LZ	VR_MD_LZ
JT_VR_MD_MEGALITH_SONIC	VR_MD_MEGALITH_SONIC
JT_VR_MD_METALSONIC	VR_MD_METALSONIC
JT_VR_MD_POPE	VR_MD_POPE
JT_VR_MD_SAVAGE_SONIC	VR_MD_SAVAGE_SONIC
JT_VR_MD_SPORE_SONIC	VR_MD_SPORE_SONIC
JT_VR_MD_SWORDMAN	VR_MD_SWORDMAN
JT_VR_SONIC_SPIN	VR_SONIC_SPIN
JT_VR_SONIC_WALK	VR_SONIC_WALK
JT_VR_TALES	VR_TALES
JT_VR_UNKOWN_MAN	VR_UNKOWN_MAN
JT_VR_WILD_ROSE	Wild_Rose
JT_V_ALPHOCCIO	V_ALPHOCCIO
JT_V_B_ALPHOCCIO	V_ALPHOCCIO
JT_V_B_CELIA	V_CELIA
JT_V_B_CHEN	V_CHEN
JT_V_B_EREMES	V_EREMES
JT_V_B_FLAMEL	V_FLAMEL
JT_V_B_GERTIE	V_GERTIE
JT_V_B_HARWORD	V_HARWORD
JT_V_B_KATRINN	V_KATRINN
JT_V_B_MAGALETA	V_MAGALETA
JT_V_B_RANDEL	V_RANDEL
JT_V_B_SEYREN	V_SEYREN
JT_V_B_SHECIL	V_SHECIL
JT_V_B_TRENTINI	V_TRENTINI
JT_V_CELIA	V_CELIA
JT_V_CHEN	V_CHEN
